Time,Event Type,Symbol,Price,Details
12:30:13,SIGNAL_DETECTED,NIFTY20JAN2625800PE,25749.95,PUT Setup (FRESH)
12:30:13,SIGNAL_DETECTED,NIFTY20JAN2625700PE,25749.95,PUT Setup (FRESH)
12:30:13,SIGNAL_DETECTED,NIFTY20JAN2625600PE,25749.95,PUT Setup (FRESH)
12:31:12,ENTRY_CONFIRMED,NIFTY20JAN2625800PE,123.75,PUT - PULLBACK
12:31:12,ORDER_PLACED,NIFTY20JAN2625800PE,123.75,BUY 65 (LIMIT)
12:31:20,EXTERNAL_EXIT,NIFTY20JAN2625800PE,0.00,Manual/Broker Closure
