Timestamp,Symbol,Side,Qty,Entry,Exit,PnL,PnL%,Reason
2026-01-29 12:22:18,NIFTY03FEB2625200CE,CALL,65,247.30,243.20,-266.50,-1.66%,TSL Hit
2026-01-29 12:26:42,NIFTY03FEB2625200CE,CALL,65,250.45,247.35,-201.50,-1.24%,TSL Hit
2026-01-29 13:20:35,NIFTY03FEB2625200PE,PUT,65,116.55,119.90,217.75,2.87%,TSL Hit
2026-01-29 13:31:52,NIFTY03FEB2625200CE,CALL,65,300.00,297.10,-188.50,-0.97%,TSL Hit
2026-01-29 14:11:19,NIFTY03FEB2625200PE,PUT,65,101.75,102.10,22.75,0.34%,TSL Hit
2026-01-29 14:13:04,NIFTY03FEB2625200CE,CALL,65,342.80,341.90,-58.50,-0.26%,TSL Hit
2026-01-29 14:27:26,NIFTY03FEB2625200CE,CALL,65,344.70,343.95,-48.75,-0.22%,TSL Hit
2026-01-30 09:37:02,NIFTY03FEB2625200CE,CALL,65,254.95,258.40,224.25,1.35%,TSL Hit
2026-01-30 09:41:44,NIFTY03FEB2625200PE,PUT,65,157.00,151.80,-338.00,-3.31%,TSL Hit
2026-01-30 09:58:18,NIFTY03FEB2625300PE,PUT,65,191.80,201.40,624.00,5.01%,TSL Hit
2026-01-30 10:21:10,NIFTY03FEB2625300PE,PUT,65,192.60,192.20,-26.00,-0.21%,TSL Hit
2026-01-30 10:33:32,NIFTY03FEB2625300CE,CALL,65,199.00,197.45,-100.75,-0.78%,TSL Hit
2026-01-30 10:37:59,NIFTY03FEB2625300PE,PUT,65,200.35,197.15,-208.00,-1.60%,TSL Hit
2026-01-30 10:46:01,NIFTY03FEB2625300CE,CALL,65,204.90,203.15,-113.75,-0.85%,TSL Hit
2026-01-30 10:47:19,NIFTY03FEB2625300PE,PUT,65,191.10,187.90,-208.00,-1.67%,TSL Hit
2026-01-30 10:49:32,NIFTY03FEB2625300CE,CALL,65,209.00,204.75,-276.25,-2.03%,TSL Hit
2026-01-30 10:54:21,NIFTY03FEB2625300PE,PUT,65,193.25,193.25,0.00,0.00%,TSL Hit
2026-01-30 11:03:54,NIFTY03FEB2625300CE,CALL,65,206.95,205.00,-126.75,-0.94%,TSL Hit
2026-01-30 11:12:10,NIFTY03FEB2625300CE,CALL,65,184.60,180.35,-276.25,-2.30%,TSL Hit
2026-01-30 13:08:44,NIFTY03FEB2625300PE,PUT,65,206.15,219.15,845.00,6.31%,TSL Hit
2026-01-30 13:15:04,NIFTY03FEB2625200CE,CALL,65,235.60,225.40,-663.00,-4.33%,TSL Hit
2026-01-30 13:15:16,NIFTY03FEB2625200PE,PUT,65,174.30,185.95,757.25,6.68%,TSL Hit
2026-01-30 13:16:32,NIFTY03FEB2625200PE,PUT,65,189.70,198.55,575.25,4.67%,TSL Hit
2026-01-30 13:22:40,NIFTY03FEB2625200PE,PUT,65,192.75,190.55,-143.00,-1.14%,TSL Hit
2026-01-30 13:29:42,NIFTY03FEB2625200CE,CALL,65,231.35,229.55,-117.00,-0.78%,TSL Hit
2026-01-30 13:49:39,NIFTY03FEB2625200PE,PUT,65,157.20,153.35,-250.25,-2.45%,TSL Hit
2026-01-30 13:51:58,NIFTY03FEB2625200CE,CALL,65,268.80,265.95,-185.25,-1.06%,TSL Hit
2026-01-30 14:04:19,NIFTY03FEB2625200CE,CALL,65,298.70,295.85,-185.25,-0.95%,TSL Hit
