entry_time,exit_time,type,strike,entry_premium,exit_premium,entry_spot,exit_spot,qty,pnl,exit_reason,duration
1970-01-01 00:00:01.767083400,1970-01-01 00:00:01.767085020,CE,25950,173.34,159.19,25945.0,25916.6,50,-714.5000000000002,TSL Hit,1.6666666666666667e-08
1970-01-01 00:00:01.767085200,1970-01-01 00:00:01.767154320,CE,25950,168.2,188.17,25934.85,25973.25,50,991.5,TSL Hit,1.15e-06
1970-01-01 00:00:01.767154320,1970-01-01 00:00:01.767156480,PE,25950,151.06,135.32,25973.25,26008.6,50,-794.0000000000005,TSL Hit,3.3333333333333334e-08
1970-01-01 00:00:01.767160980,1970-01-01 00:00:01.767173400,CE,26050,177.42,227.94,26051.6,26141.85,50,2519.0000000000005,TSL Hit,2.0000000000000002e-07
1970-01-01 00:00:01.767173400,1970-01-01 00:00:01.767239100,PE,26150,167.28,144.9,26141.85,26189.55,50,-1125.9999999999998,TSL Hit,1.0833333333333333e-06
1970-01-01 00:00:01.767239820,1970-01-01 00:00:01.767242340,CE,26200,171.08,155.13,26187.2,26154.6,50,-804.5000000000009,TSL Hit,3.3333333333333334e-08
1970-01-01 00:00:01.767242340,1970-01-01 00:00:01.767243780,PE,26150,161.09,152.7,26154.6,26172.4,50,-426.50000000000074,TSL Hit,1.6666666666666667e-08
1970-01-01 00:00:01.767246120,1970-01-01 00:00:01.767249360,CE,26150,188.05,164.41,26170.5,26124.5,50,-1189.0000000000007,TSL Hit,5.0000000000000004e-08
1970-01-01 00:00:01.767251160,1970-01-01 00:00:01.767256560,PE,26150,169.57,154.79,26137.2,26167.9,50,-746.0,TSL Hit,8.333333333333334e-08
1970-01-01 00:00:01.767257460,1970-01-01 00:00:01.767325500,PE,26150,159.44,152.8,26158.05,26172.2,50,-338.9999999999993,TSL Hit,1.1333333333333334e-06
1970-01-01 00:00:01.767325500,1970-01-01 00:00:01.767345300,CE,26150,188.96,244.69,26172.2,26268.1,50,2779.4999999999995,TSL Hit,3.1666666666666667e-07
1970-01-01 00:00:01.767345480,1970-01-01 00:00:01.767585600,CE,26300,167.08,170.19,26277.85,26284.1,50,148.49999999999926,TSL Hit,4e-06
1970-01-01 00:00:01.767586680,1970-01-01 00:00:01.767592260,CE,26300,183.34,190.19,26309.7,26322.6,50,335.4999999999997,TSL Hit,8.333333333333334e-08
1970-01-01 00:00:01.767593340,1970-01-01 00:00:01.767599100,CE,26350,169.48,152.21,26332.0,26296.25,50,-870.4999999999991,TSL Hit,8.333333333333334e-08
1970-01-01 00:00:01.767600900,1970-01-01 00:00:01.767604320,PE,26300,170.58,185.82,26287.05,26257.15,50,754.9999999999991,TSL Hit,5.0000000000000004e-08
1970-01-01 00:00:01.767605400,1970-01-01 00:00:01.767672180,PE,26250,157.18,176.95,26264.15,26223.75,50,981.4999999999991,TSL Hit,1.1e-06
1970-01-01 00:00:01.767677940,1970-01-01 00:00:01.767679920,PE,26200,161.11,166.73,26205.2,26193.6,50,273.9999999999988,TSL Hit,1.6666666666666667e-08
1970-01-01 00:00:01.767680640,1970-01-01 00:00:01.767691080,PE,26200,171.55,179.08,26183.85,26168.95,50,369.50000000000006,TSL Hit,1.6666666666666668e-07
